gene_name,uniprot_entry,seq_length,saps_propensity,pdps_propensity,mix_ps_propensity,saps_psregion_length,pdps_psregion_length,mix_psregion_length
MITD1,MITD1_HUMAN,249,0.0029129258,0.29618615,0.1149601,0,0,0
AFG1L,AFG1L_HUMAN,481,0.004619851,0.24890547,0.1656163,0,0,0
ZFAND2B,ZFN2B_HUMAN,257,0.2588033,0.3440249,0.49085832,0,0,69
HEXD,HEXD_HUMAN,486,0.0033870158,0.0047651036,0.12933281,0,0,0
CHTF18,CTF18_HUMAN,975,0.1304386,0.6162039,0.6116089,0,85,114
LEO1,LEO1_HUMAN,666,0.71361333,0.60678256,0.75891936,101,214,579
RNF138,RN138_HUMAN,245,0.04938838,0.121133566,0.24735677,0,0,0
RNF141,RN141_HUMAN,230,0.087130204,0.33090022,0.22838733,0,0,0
TMEM170A,T170A_HUMAN,144,0.01302672,2.1202253e-05,0.019689014,0,0,0
OSCP1,OSCP1_HUMAN,389,0.2000165,0.59835136,0.45665282,0,70,0
NUDCD2,NUDC2_HUMAN,157,0.102509156,0.113179706,0.38320884,0,0,0
TWIST2,TWST2_HUMAN,160,0.24309678,0.19300015,0.41212207,0,0,0
SNRNP27,SNR27_HUMAN,155,0.67076075,0.33424908,0.7277357,77,0,96
SKA2,SKA2_HUMAN,121,0.0010696942,0.086522736,0.10189196,0,0,0
TFB1M,TFB1M_HUMAN,346,0.0025532448,0.010554898,0.21670024,0,0,0
STAG1,STAG1_HUMAN,1258,0.5040533,0.78534156,0.713163,54,259,89
SCFD1,SCFD1_HUMAN,642,0.04140941,0.63121307,0.3611441,0,31,0
SECTM1,SCTM1_HUMAN,248,0.0091331955,0.00031669304,0.035138927,0,0,0
UBE2Q2,UB2Q2_HUMAN,375,0.03739486,0.33093017,0.30702233,0,0,0
TNFAIP8L1,TP8L1_HUMAN,186,0.0046423515,0.14733137,0.08033033,0,0,0
LMBR1,LMBR1_HUMAN,490,0.00984198,0.0006072743,0.031671807,0,0,0
CANT1,CANT1_HUMAN,401,0.03277175,0.053819157,0.2214334,0,0,0
TRAPPC14,TPC14_HUMAN,580,0.41623506,0.089510955,0.3090971,0,0,0
DYNC2I1,DC2I1_HUMAN,1066,0.67976004,0.50667816,0.7035543,197,0,348
TRAPPC12,TPC12_HUMAN,735,0.11845473,0.58778536,0.64967185,0,61,184
POF1B,POF1B_HUMAN,589,0.66000247,0.6584237,0.5748218,153,53,169
BTN2A2,BT2A2_HUMAN,523,0.15896831,0.015525964,0.14522383,0,0,0
HNRNPLL,HNRLL_HUMAN,542,0.73740363,0.74824035,0.75399,120,294,425
C4orf3,CD003_HUMAN,66,0.00884937,0.000786845,0.06573792,0,0,0
FAR1,FACR1_HUMAN,515,9.6347256e-05,0.0026836833,0.081651054,0,0,0
UBLCP1,UBCP1_HUMAN,318,9.432928e-05,0.27112192,0.20459843,0,0,0
ZDHHC19,ZDH19_HUMAN,309,0.03544423,0.0014521839,0.04303255,0,0,0
RNF133,RN133_HUMAN,376,0.12950729,0.25998157,0.32317406,0,0,0
KBTBD7,KBTB7_HUMAN,684,0.0007755089,0.3005338,0.19180791,0,0,0
TSEN15,SEN15_HUMAN,171,0.180661,0.010317196,0.23854342,0,0,0
PCNP,PCNP_HUMAN,178,0.16717663,0.6334104,0.67473394,0,116,99
DNAJA4,DNJA4_HUMAN,397,0.60808766,0.6174151,0.63916045,41,124,139
TEKT4,TEKT4_HUMAN,435,0.637556,0.41640058,0.31653705,170,0,0
TMEM239,TM239_HUMAN,195,0.007695561,5.0635404e-05,0.050658554,0,0,0
DYNLT2B,DYT2B_HUMAN,142,0.00029335634,0.18463466,0.19590029,0,0,0
ZFPM2,FOG2_HUMAN,1151,0.24055643,0.5222905,0.55945206,0,0,0
APH1B,APH1B_HUMAN,257,0.009040226,0.0018417134,0.039068673,0,0,0
ITLN1,ITLN1_HUMAN,313,0.15350547,0.033517074,0.3988195,0,0,0
DYDC1,DYDC1_HUMAN,177,0.515412,0.5748833,0.5633612,0,104,66
PIH1D2,PIHD2_HUMAN,315,0.17207208,0.45233083,0.3363202,0,38,0
GLMP,GLMP_HUMAN,406,0.00044842376,1.39034355e-05,0.009131605,0,0,0
SSMEM1,SSMM1_HUMAN,244,0.19515994,0.05223065,0.28110275,0,0,0
ZNRF4,ZNRF4_HUMAN,429,0.0052466937,0.004248121,0.056509085,0,0,0
NRG4,NRG4_HUMAN,115,0.00019017201,5.1460054e-05,0.020495687,0,0,0
KCNE4,KCNE4_HUMAN,221,0.117534935,0.0022147545,0.07341601,0,0,0
ASZ1,ASZ1_HUMAN,475,0.12026616,0.82329416,0.5131097,0,208,0
TRUB1,TRUB1_HUMAN,349,0.012314871,0.33640248,0.25136966,0,0,0
LMO7,LMO7_HUMAN,1683,0.7649359,0.5676406,0.6236496,206,73,151
SLC44A1,CTL1_HUMAN,657,0.0076630423,0.001075231,0.0437924,0,0,0
CKAP2,CKAP2_HUMAN,683,0.29963654,0.6332507,0.57135665,0,104,146
SPIRE2,SPIR2_HUMAN,714,0.18693843,0.29762173,0.32525057,0,0,0
CCNB3,CCNB3_HUMAN,1395,0.16769572,0.5193448,0.62520254,0,53,127
ATXN2L,ATX2L_HUMAN,1075,0.794396,0.703509,0.8515803,506,121,665
CYGB,CYGB_HUMAN,190,0.08533414,0.238011,0.2911119,0,0,0
ARAP3,ARAP3_HUMAN,1544,0.33416367,0.5940963,0.4936046,0,31,40
IPCEF1,ICEF1_HUMAN,437,0.044843078,0.3403133,0.48143157,0,0,35
GIMAP1,GIMA1_HUMAN,306,0.004576343,0.37133306,0.18733707,0,0,0
PHIP,PHIP_HUMAN,1821,0.6101128,0.7428129,0.67630833,66,351,280
HPSE2,HPSE2_HUMAN,592,0.002801572,0.0052727507,0.09188099,0,0,0
STAB2,STAB2_HUMAN,2551,0.033411495,0.40769762,0.31238833,0,0,0
NEU4,NEUR4_HUMAN,484,0.20921001,0.081075355,0.52687186,0,0,0
SLC13A3,S13A3_HUMAN,602,0.042158704,0.016134541,0.05113437,0,0,0
TCP11,TCP11_HUMAN,503,0.005374823,0.12152262,0.12228167,0,0,0
RTN4IP1,RT4I1_HUMAN,396,4.100606e-05,0.059392005,0.20201333,0,0,0
FCAMR,FCAMR_HUMAN,532,0.36168736,0.088750705,0.33973902,0,0,0
RASSF5,RASF5_HUMAN,418,0.111955345,0.5678216,0.35786292,0,56,0
SLC5A11,SC5AB_HUMAN,675,0.06733088,0.02291739,0.15004769,0,0,0
SELENOM,SELM_HUMAN,145,0.04549699,0.10473488,0.17951751,0,0,0
PRPF31,PRP31_HUMAN,499,0.26822048,0.5981071,0.5588702,0,52,42
MBD3L1,MB3L1_HUMAN,194,0.025201986,0.00090993044,0.08329528,0,0,0
LIPH,LIPH_HUMAN,451,0.0017623057,0.019757655,0.12124157,0,0,0
IL1F10,IL1FA_HUMAN,152,0.016083825,0.02230597,0.11000085,0,0,0
EDARADD,EDAD_HUMAN,215,0.0050407103,0.16804981,0.22247896,0,0,0
ABCA10,ABCAA_HUMAN,1543,0.19769622,0.28264624,0.3357672,0,36,0
ABCA5,ABCA5_HUMAN,1642,0.0034507483,0.18143386,0.20428494,0,0,0
OIT3,OIT3_HUMAN,545,0.1404271,0.006173809,0.09312126,0,0,0
NELFB,NELFB_HUMAN,580,0.00056039676,0.14585151,0.12889172,0,0,0
PALLD,PALLD_HUMAN,1383,0.38675666,0.5970253,0.6516741,0,113,268
NLRP7,NALP7_HUMAN,980,0.03782749,0.3241478,0.32800648,0,0,0
RUFY2,RUFY2_HUMAN,606,0.4130786,0.72676104,0.32411692,0,77,0
HTR3C,5HT3C_HUMAN,447,0.0075862883,0.0009066158,0.04484889,0,0,0
SREK1,SREK1_HUMAN,508,0.8254731,0.90457374,0.81101435,163,242,457
METTL21A,MT21A_HUMAN,218,0.006508944,0.010010838,0.12857568,0,0,0
PYDC1,PYDC1_HUMAN,89,0.0018960912,0.39741552,0.3679973,0,0,0
COPS9,CSN9_HUMAN,57,0.00043327003,0.41028556,0.41267663,0,0,0
RXFP2,RXFP2_HUMAN,754,0.02032284,2.5412728e-05,0.03403653,0,0,0
SCG3,SCG3_HUMAN,468,0.06398229,0.59565425,0.41200152,0,227,0
GEMIN6,GEMI6_HUMAN,167,0.16879126,0.53439856,0.6450637,0,0,69
ATRIP,ATRIP_HUMAN,791,0.60398906,0.748466,0.70316696,41,75,57
STON2,STON2_HUMAN,905,0.023874132,0.4004313,0.3119254,0,0,0
SRSF12,SRS12_HUMAN,261,0.65802,0.8104006,0.7804817,64,96,188
PSPC1,PSPC1_HUMAN,523,0.93506587,0.87295693,0.8568619,214,523,523
RLN3,REL3_HUMAN,142,0.006959065,0.00018562864,0.029555148,0,0,0
ATL1,ATLA1_HUMAN,558,0.106890365,0.28434283,0.33184198,0,0,0
DEDD2,DEDD2_HUMAN,326,0.6086766,0.07531966,0.4165729,78,0,40
RSAD2,RSAD2_HUMAN,361,2.601527e-06,6.366503e-05,0.054857027,0,0,0
MADD,MADD_HUMAN,1647,0.23369539,0.4561622,0.44479895,0,0,0
S100Z,S100Z_HUMAN,99,0.00023594809,0.07710057,0.09732949,0,0,0
ADGRV1,AGRV1_HUMAN,6306,0.26929566,0.45043072,0.4244187,0,0,0
SYNE2,SYNE2_HUMAN,6885,0.33901784,0.42618972,0.3593817,0,0,0
JPH3,JPH3_HUMAN,748,0.50781864,0.5757398,0.74149424,0,73,213
SOCS4,SOCS4_HUMAN,440,0.025634846,0.14395359,0.24244528,0,0,0
CNKSR2,CNKR2_HUMAN,1034,0.38513058,0.53372115,0.5548085,0,0,100
ASB10,ASB10_HUMAN,467,0.091486864,0.41475424,0.27241594,0,0,0
ACOT11,ACO11_HUMAN,607,0.06572561,0.30105314,0.2411221,0,0,0
MUC16,MUC16_HUMAN,14507,0.09986632,0.30173975,0.41790074,0,0,0
CLEC4D,CLC4D_HUMAN,215,0.00033817824,1.5606722e-05,0.050222866,0,0,0
GATAD2B,P66B_HUMAN,593,0.7130848,0.69124806,0.75473404,179,238,417
ASB15,ASB15_HUMAN,588,0.0313856,0.81818646,0.47378436,0,383,0
ASB13,ASB13_HUMAN,278,0.02739037,0.40346846,0.3492431,0,0,0
ASB12,ASB12_HUMAN,309,0.073588446,0.5821201,0.3703379,0,0,0
MYO3B,MYO3B_HUMAN,1341,0.16820142,0.5198112,0.43099493,0,0,0
BAALC,BAALC_HUMAN,145,0.20531352,0.022742739,0.10509255,0,0,0
CACNG8,CCG8_HUMAN,425,0.7825967,0.44209677,0.72397286,171,0,63
ADAMTS14,ATS14_HUMAN,1223,0.22584224,0.25679427,0.44003993,0,0,0
DNAAF4,DAAF4_HUMAN,420,0.37654153,0.62309706,0.6525255,0,168,119
PIBF1,PIBF1_HUMAN,757,0.47448245,0.8843171,0.4129877,0,386,0
DNAH7,DYH7_HUMAN,4024,0.046797402,0.64465135,0.32577863,0,151,0
DNAJC9,DNJC9_HUMAN,260,0.05774648,0.35787717,0.5258739,0,0,0
AUTS2,AUTS2_HUMAN,1259,0.7648266,0.67641544,0.79856545,266,402,636
SLC7A3,CTR3_HUMAN,619,0.028840194,0.0054339617,0.06576526,0,0,0
SORCS1,SORC1_HUMAN,1168,0.00453142,0.1405802,0.29102662,0,0,0
BBX,BBX_HUMAN,941,0.35064536,0.6192583,0.7288149,0,113,308
NANOS1,NANO1_HUMAN,292,0.3129224,0.08804695,0.2643,0,0,0
PPM1E,PPM1E_HUMAN,755,0.29020503,0.58408356,0.6107694,0,48,81
MYLIP,MYLIP_HUMAN,445,0.025859967,0.36245954,0.2107172,0,0,0
THAP4,THAP4_HUMAN,577,0.45574746,0.5350882,0.6142649,0,100,101
TMEM234,TM234_HUMAN,164,0.003319022,4.4795206e-06,0.016923843,0,0,0
IFT81,IFT81_HUMAN,676,0.33939895,0.6196679,0.35796335,0,72,0
BMAL2,BMAL2_HUMAN,636,0.08188222,0.31010953,0.36230436,0,0,0
CTNNBL1,CTBL1_HUMAN,563,0.44409925,0.5994546,0.6081156,49,0,69
KAT6B,KAT6B_HUMAN,2073,0.81615657,0.66025734,0.8634636,172,129,589
ING5,ING5_HUMAN,240,0.4194223,0.46474028,0.5683731,36,0,48
SEPTIN1,SEPT1_HUMAN,372,0.28158408,0.47902194,0.36057067,0,0,0
ACOT12,ACO12_HUMAN,555,0.010716041,0.343003,0.2028248,0,0,0
JDP2,JDP2_HUMAN,163,0.22492449,0.26309508,0.32643586,0,0,0
SSH1,SSH1_HUMAN,1049,0.18000379,0.21989599,0.22379386,0,0,0
ATG4A,ATG4A_HUMAN,398,0.018963514,0.15494272,0.22441307,0,0,0
RIN2,RIN2_HUMAN,895,0.11412765,0.31448904,0.39013848,0,0,0
AHCTF1,ELYS_HUMAN,2266,0.54799455,0.7672461,0.658426,36,319,286
CHCHD10,CHC10_HUMAN,142,0.5711786,0.6172761,0.78541666,56,48,103
DGCR8,DGCR8_HUMAN,773,0.10671018,0.6429945,0.63091975,0,109,171
PIK3R5,PI3R5_HUMAN,880,0.20385572,0.3136078,0.22151014,0,0,0
RSPH1,RSPH1_HUMAN,309,0.7344492,0.5465688,0.7581961,136,36,205
TOMT,TOMT_HUMAN,291,0.00068273593,0.0007932644,0.13167785,0,0,0
KCTD13,BACD1_HUMAN,329,0.28029123,0.4790217,0.37087053,0,0,0
TTN,TITIN_HUMAN,34350,0.7274121,0.8129239,0.825023,190,2815,2960
BSND,BSND_HUMAN,320,0.031169033,0.08076765,0.20549211,0,0,0
TMEM190,TM190_HUMAN,177,0.031288285,0.038404476,0.28363416,0,0,0
RFFL,RFFL_HUMAN,363,0.23516326,0.38104266,0.37370375,0,0,0
CTTNBP2,CTTB2_HUMAN,1663,0.51035166,0.8009785,0.7076146,35,667,376
ROBO4,ROBO4_HUMAN,1007,0.10448223,0.055680674,0.16252658,0,0,0
POMGNT1,PMGT1_HUMAN,660,0.0034794256,0.058789205,0.307946,0,0,0
RAPGEF4,RPGF4_HUMAN,1011,0.010067219,0.4303524,0.28724313,0,33,0
ST8SIA1,SIA8A_HUMAN,356,0.000101504076,0.0007436369,0.027528754,0,0,0
ST8SIA2,SIA8B_HUMAN,375,0.0014003742,0.008055232,0.078321844,0,0,0
ST8SIA4,SIA8D_HUMAN,359,5.431189e-05,0.004718554,0.06552983,0,0,0
DDB2,DDB2_HUMAN,427,0.00094190345,0.2000922,0.3187211,0,0,0
TFAP2B,AP2B_HUMAN,460,0.703207,0.33110037,0.648217,66,0,110
AQP3,AQP3_HUMAN,292,0.85095614,0.00058632425,0.21636298,124,0,0
SMPDL3A,ASM3A_HUMAN,453,0.0001376052,0.02122077,0.083994895,0,0,0
SMPDL3B,ASM3B_HUMAN,455,0.0022031197,0.014359942,0.17165504,0,0,0
CFHR4,FHR4_HUMAN,578,2.1286958e-06,2.6408463e-05,0.030542921,0,0,0
DDX1,DDX1_HUMAN,740,0.15194017,0.28940874,0.41516715,0,0,0
STARD8,STAR8_HUMAN,1023,0.18598118,0.49327436,0.5243637,0,0,53
SEC14L1,S14L1_HUMAN,715,0.05773943,0.51227987,0.32303014,0,0,0
SLC39A7,S39A7_HUMAN,469,0.8746475,0.19158623,0.5830565,178,0,115
HSD17B8,DHB8_HUMAN,261,0.00530783,0.016161315,0.17124565,0,0,0
PIEZO1,PIEZ1_HUMAN,2521,0.24962127,0.28448993,0.3155087,0,0,0
TRIB2,TRIB2_HUMAN,343,0.058807027,0.12252349,0.12532009,0,0,0
FAM3C,FAM3C_HUMAN,227,0.0068509826,0.038041305,0.20350364,0,0,0
PIGB,PIGB_HUMAN,554,0.0010353585,0.00040724204,0.030093616,0,0,0
H1-10,H1X_HUMAN,213,0.061079692,0.943501,0.7621845,0,142,157
CPT1B,CPT1B_HUMAN,772,0.0029584612,0.30719554,0.19230472,0,0,0
CCT6B,TCPW_HUMAN,530,0.024935417,0.503823,0.32954875,0,0,0
SHC3,SHC3_HUMAN,594,0.22575736,0.46157703,0.49305835,0,0,68
PSMF1,PSMF1_HUMAN,271,0.56619674,0.4411103,0.72841465,94,37,104
PIGC,PIGC_HUMAN,297,0.0017326949,0.012052963,0.049741805,0,0,0
SLC7A6,YLAT2_HUMAN,515,0.008512529,0.10455699,0.18357301,0,0,0
SUSD6,SUSD6_HUMAN,303,0.04049193,0.006556613,0.049825538,0,0,0
GBF1,GBF1_HUMAN,1860,0.18418291,0.63418424,0.4817516,0,142,43
LPIN2,LPIN2_HUMAN,896,0.053140663,0.52501667,0.44231915,0,0,0
SMG7,SMG7_HUMAN,1137,0.57423306,0.56354916,0.7802528,52,48,294
RTF1,RTF1_HUMAN,710,0.5503269,0.6245543,0.63703793,0,138,172
NCSTN,NICA_HUMAN,709,0.0073310374,0.008605228,0.04690429,0,0,0
SNX19,SNX19_HUMAN,992,0.15249182,0.53456986,0.34097472,0,65,0
TM9SF4,TM9S4_HUMAN,642,0.00035454208,0.00027676794,0.02703165,0,0,0
RGP1,RGP1_HUMAN,391,0.020238757,0.0006974108,0.03789572,0,0,0
TOPBP1,TOPB1_HUMAN,1522,0.43073305,0.5923671,0.48342758,59,152,0
IP6K1,IP6K1_HUMAN,441,0.076694384,0.087691285,0.19895217,0,0,0
MRPS27,RT27_HUMAN,414,0.035489865,0.12641412,0.30979797,0,0,0
ELMO1,ELMO1_HUMAN,727,0.14764595,0.75515085,0.42627802,0,198,0
WASF1,WASF1_HUMAN,559,0.59050924,0.6323441,0.7192338,57,34,283
BAP1,BAP1_HUMAN,729,0.24133453,0.5674642,0.4897434,0,44,46
FIG4,FIG4_HUMAN,907,0.014295153,0.38581067,0.23902646,0,0,0
SPOCK2,TICN2_HUMAN,424,0.2559258,0.26342234,0.6021028,0,0,40
DCUN1D4,DCNL4_HUMAN,292,0.0064459615,0.18964808,0.19034925,0,0,0
RAPGEF5,RPGF5_HUMAN,580,0.0041095084,0.29088968,0.14750847,0,0,0
FAM168A,F168A_HUMAN,244,0.7048129,0.44841942,0.8516636,244,0,244
PIK3R3,P55G_HUMAN,461,0.16874075,0.66533196,0.48906526,0,176,31
NR4A3,NR4A3_HUMAN,626,0.6833136,0.5699815,0.6169459,42,60,42
AP3S1,AP3S1_HUMAN,193,0.009187455,0.26212338,0.17423458,0,0,0
TSC1,TSC1_HUMAN,1164,0.57379365,0.6726003,0.43786907,36,57,0
UBXN4,UBXN4_HUMAN,508,0.4287757,0.6379136,0.6606426,0,85,147
SLC9A6,SL9A6_HUMAN,701,0.017652769,0.0054783253,0.0751995,0,0,0
CCL17,CCL17_HUMAN,94,0.0045336247,0.00045363937,0.11303878,0,0,0
MAML1,MAML1_HUMAN,1016,0.8121451,0.649723,0.831114,357,105,723
NDRG1,NDRG1_HUMAN,394,0.3127673,0.12393949,0.28041,60,0,0
HSPH1,HS105_HUMAN,858,0.31786308,0.7308475,0.6411332,0,245,96
SEPTIN8,SEPT8_HUMAN,483,0.15536721,0.48406225,0.3067669,0,0,0
CNOT9,CNOT9_HUMAN,299,0.010616841,0.50632024,0.4110692,0,0,0
LPGAT1,LGAT1_HUMAN,370,8.592948e-05,0.0003882733,0.05041485,0,0,0
DOCK2,DOCK2_HUMAN,1830,0.16776487,0.78120434,0.59482163,0,141,66
TBC1D5,TBCD5_HUMAN,795,0.5060566,0.30800062,0.39211416,72,0,31
EDEM1,EDEM1_HUMAN,657,0.19833688,0.10507923,0.20469072,0,0,0
JADE3,JADE3_HUMAN,823,0.032900847,0.42498773,0.3229968,0,0,0
MYO18A,MY18A_HUMAN,2054,0.44550934,0.80024624,0.5182205,0,478,37
LARP4B,LAR4B_HUMAN,738,0.71208173,0.7281421,0.6984368,120,258,250
GCN1,GCN1_HUMAN,2671,0.1674916,0.8598369,0.67901766,0,838,474
ZNF516,ZN516_HUMAN,1163,0.5026902,0.6604059,0.6567062,43,92,265
ARHGAP45,HMHA1_HUMAN,1136,0.5184784,0.6194575,0.475035,0,112,0
DHX38,PRP16_HUMAN,1227,0.77610457,0.6027364,0.7164658,145,211,453
NUP205,NU205_HUMAN,2012,0.010652567,0.40734547,0.18946756,0,0,0
RUBCN,RUBIC_HUMAN,972,0.20723598,0.34453058,0.262,0,0,0
APPBP2,APBP2_HUMAN,585,0.00025052077,0.26332566,0.15351066,0,0,0
ANKS1A,ANS1A_HUMAN,1134,0.54086536,0.8310404,0.7388863,61,318,64
PXDN,PXDN_HUMAN,1479,0.38374558,0.4236533,0.36253294,0,0,0
SGCD,SGCD_HUMAN,289,0.3049766,0.26484498,0.4309267,0,0,0
DYRK2,DYRK2_HUMAN,601,0.6164836,0.685125,0.66810656,40,144,258
LPAR1,LPAR1_HUMAN,364,0.04144911,1.30670915e-05,0.01354185,0,0,0
NSMAF,FAN_HUMAN,917,0.012268743,0.4782433,0.22386293,0,33,0
FCGR1BP,FCGRB_HUMAN,280,0.0007535436,3.8170427e-05,0.05291883,0,0,0
PIGK,GPI8_HUMAN,395,0.0055094077,0.0049613207,0.08178309,0,0,0
MRPS31,RT31_HUMAN,395,0.022182379,0.43283266,0.343713,0,0,0
AKAP1,AKAP1_HUMAN,903,0.34637684,0.46796018,0.5952739,45,0,98
SORL1,SORL_HUMAN,2214,0.0066868193,0.04705713,0.3342188,0,0,0
CENPI,CENPI_HUMAN,756,0.0008244325,0.18923756,0.2679816,0,0,0
RSC1A1,RSCA1_HUMAN,617,0.083534546,0.35200605,0.3061636,0,0,0
ALG3,ALG3_HUMAN,438,8.9444715e-05,3.3748198e-05,0.024163395,0,0,0
ANP32B,AN32B_HUMAN,251,0.13629298,0.50706404,0.69768465,0,0,96
NECTIN2,NECT2_HUMAN,538,0.24618223,0.19742206,0.26248285,0,0,0
RABGGTA,PGTA_HUMAN,567,0.012149719,0.2443635,0.16503428,0,0,0
RAD54L,RAD54_HUMAN,747,0.018884333,0.13925073,0.17757644,0,0,0
PTPRU,PTPRU_HUMAN,1446,0.038025163,0.15259102,0.27433652,0,0,0
RND1,RND1_HUMAN,232,5.459754e-05,0.26215416,0.110764004,0,0,0
ESR2,ESR2_HUMAN,530,0.41419902,0.44380355,0.4965001,0,0,0
PRCC,PRCC_HUMAN,491,0.75239,0.6306602,0.79830146,142,218,248
TFG,TFG_HUMAN,400,0.98365706,0.7387048,0.90907496,189,289,201
RYR2,RYR2_HUMAN,4967,0.00094697194,0.30734065,0.30369896,0,0,0
RASL10A,RSLAA_HUMAN,203,9.8405966e-05,0.30181032,0.09892972,0,0,0
USP6NL,US6NL_HUMAN,828,0.39813247,0.5701631,0.5417367,40,61,46
HTRA1,HTRA1_HUMAN,480,0.51528335,0.1413171,0.31635073,57,0,0
THRSP,THRSP_HUMAN,146,0.002772625,0.20861034,0.24573216,0,0,0
TAF4B,TAF4B_HUMAN,862,0.6106819,0.5345715,0.7876439,87,0,468
TNR,TENR_HUMAN,1358,0.117945984,0.053883802,0.2426233,0,0,0
RORB,RORB_HUMAN,470,0.58645827,0.61572707,0.55244595,42,58,43
TFAP2C,AP2C_HUMAN,450,0.762853,0.42616788,0.62253106,116,0,84
GTF2H4,TF2H4_HUMAN,462,0.0049804565,0.20582204,0.15768087,0,0,0
KRT35,KRT35_HUMAN,455,0.6465536,0.49773344,0.412237,230,34,0
FRZB,SFRP3_HUMAN,325,0.07959838,0.06385773,0.20065518,0,0,0
RREB1,RREB1_HUMAN,1687,0.5126985,0.6766719,0.7120879,82,794,1047
HDAC2,HDAC2_HUMAN,488,0.18868753,0.60264087,0.694835,0,116,103
CDKL2,CDKL2_HUMAN,493,0.012497635,0.5428869,0.5833615,0,0,0
SYN2,SYN2_HUMAN,582,0.5035089,0.70944417,0.72203416,61,116,155
RDH5,RDH5_HUMAN,318,0.0022051584,0.0003447479,0.06253586,0,0,0
DPF1,DPF1_HUMAN,387,0.39430228,0.5656804,0.50684386,0,105,68
STAM,STAM1_HUMAN,540,0.5931582,0.7349521,0.8185856,50,189,343
DPF3,DPF3_HUMAN,378,0.5419941,0.616382,0.607787,39,42,72
DPF2,REQU_HUMAN,391,0.21147081,0.45459086,0.503008,0,0,41
PROX1,PROX1_HUMAN,737,0.53634894,0.5206596,0.5359751,54,43,68
P3H4,SC65_HUMAN,437,0.0010380767,0.48197287,0.35262823,0,0,0
CREBBP,CBP_HUMAN,2442,0.96974295,0.8184482,0.8974067,1005,1218,1629
KAT6A,KAT6A_HUMAN,2004,0.83745164,0.6826471,0.8704101,392,142,706
DLG3,DLG3_HUMAN,817,0.7461397,0.7535323,0.78435403,69,90,368
SYMPK,SYMPK_HUMAN,1274,0.31360736,0.7017484,0.6132036,0,320,192
EZH1,EZH1_HUMAN,747,0.169331,0.56062853,0.52901155,0,160,52
N4BP2L2,N42L2_HUMAN,583,0.23932564,0.2723512,0.42628664,0,0,0
TAF15,RBP56_HUMAN,592,0.9911485,0.82862824,0.9257871,501,164,592
GOLGA1,GOGA1_HUMAN,767,0.65610754,0.81906587,0.48440528,246,374,0
DIO2,IOD2_HUMAN,273,7.0997194e-05,0.0009997461,0.055628933,0,0,0
EVPL,EVPL_HUMAN,2033,0.68084776,0.8745183,0.6191844,275,857,104
HAS2,HYAS2_HUMAN,552,0.0012666228,0.0005462435,0.03497162,0,0,0
GGH,GGH_HUMAN,318,1.9386912e-06,0.054585427,0.057789892,0,0,0
NRCAM,NRCAM_HUMAN,1304,0.02770409,0.10160663,0.30018607,0,0,0
PCSK5,PCSK5_HUMAN,1860,0.04661213,0.21902621,0.30226654,0,0,0
HOXB13,HXB13_HUMAN,284,0.38690212,0.28740695,0.42509237,0,0,0
KAT2A,KAT2A_HUMAN,837,0.5859138,0.69235545,0.78450805,49,135,156
KAT2B,KAT2B_HUMAN,832,0.5176427,0.6107241,0.7189006,0,42,112
NELL1,NELL1_HUMAN,810,0.085359916,0.057065994,0.19841434,0,0,0
JARID2,JARD2_HUMAN,1246,0.33163312,0.71470684,0.64352334,0,301,319
RPGR,RPGR_HUMAN,1020,0.17628944,0.5556425,0.5359119,0,70,46
INPP5D,SHIP1_HUMAN,1189,0.15061346,0.54516506,0.3492397,0,49,0
FRAT1,FRAT1_HUMAN,279,0.23571494,0.070929274,0.2224013,0,0,0
EDA,EDA_HUMAN,391,0.4549616,0.21262817,0.5895773,58,0,73
HAS1,HYAS1_HUMAN,578,0.0006208664,0.0006502739,0.048205648,0,0,0
DDX17,DDX17_HUMAN,729,0.9590386,0.7326729,0.8769204,225,48,232
BCL2L2,B2CL2_HUMAN,193,0.21846005,0.5748452,0.49799022,0,55,0
TANK,TANK_HUMAN,425,0.6355505,0.601797,0.399087,74,57,0
KIFAP3,KIFA3_HUMAN,792,0.40635157,0.7404546,0.675979,0,102,111
GHSR,GHSR_HUMAN,366,0.00038886606,1.1930782e-06,0.004700829,0,0,0
CASP10,CASPA_HUMAN,521,0.15910809,0.18509004,0.27251893,0,0,0
SEMA4D,SEM4D_HUMAN,862,0.031887818,0.21546617,0.25112337,0,0,0
ATOH1,ATOH1_HUMAN,354,0.43547463,0.14297244,0.40390334,0,0,32
NEO1,NEO1_HUMAN,1461,0.47233993,0.41651505,0.497475,37,0,0
APBB2,APBB2_HUMAN,758,0.20133504,0.57037866,0.56647825,0,70,50
PMM1,PMM1_HUMAN,262,0.0035402693,0.13846654,0.16575435,0,0,0
DNASE1L2,DNSL2_HUMAN,299,0.0006617619,0.005129225,0.10089127,0,0,0
KLK6,KLK6_HUMAN,244,0.0019534852,0.00012376394,0.058959574,0,0,0
RAD50,RAD50_HUMAN,1312,0.36797586,0.87312824,0.5298293,0,399,0
CELF1,CELF1_HUMAN,486,0.8873947,0.8776905,0.8519637,210,254,486
OSTF1,OSTF1_HUMAN,214,0.011778933,0.8090332,0.68266046,0,179,109
NEUROG1,NGN1_HUMAN,237,0.4248057,0.28742132,0.38301975,35,0,0
